City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kununurra,AU,-15.7667,128.7333,96.78,21,13,9.22,few clouds
346,Arraial Do Cabo,BR,-22.9661,-42.0278,70.18,83,95,24.58,overcast clouds
347,Berdigestyakh,RU,62.0989,126.6992,42.39,62,97,3.44,overcast clouds
348,Ayan,RU,56.45,138.1667,54.37,46,86,10.49,overcast clouds
349,Half Moon Bay,US,37.4636,-122.4286,61.88,87,90,4.61,overcast clouds
350,Lazurne,UA,46.084,32.5295,63.01,67,52,15.73,broken clouds
351,Zatoka,UA,46.0725,30.4654,63.14,50,11,10.94,few clouds
352,Singaraja,ID,-8.112,115.0882,83.97,71,68,2.26,broken clouds
353,Vanimo,PG,-2.6741,141.3028,85.19,69,76,9.06,broken clouds
354,Birao,CF,10.2849,22.7882,72.79,93,100,4.27,overcast clouds
355,Catalina Foothills,US,32.2979,-110.9187,73.11,82,90,1.01,light rain
356,Monte Alegre,BR,-2.0078,-54.0692,75.45,77,21,3.42,few clouds
357,Las Vegas,US,36.175,-115.1372,83.43,35,1,8.05,clear sky
358,San Quintin,MX,30.4833,-115.95,67.05,86,16,8.23,few clouds
359,Dunstable,GB,51.886,-0.521,57.6,95,90,2.3,fog
360,Ravar,IR,31.2656,56.8055,90.34,6,0,3.71,clear sky
361,Taoudenni,ML,22.6783,-3.9836,87.66,10,81,7.74,broken clouds
362,Conde,BR,-7.2597,-34.9075,76.46,83,75,9.22,broken clouds
363,Tambopata,PE,-12.7333,-69.1833,76.21,58,56,1.48,broken clouds
364,Bandarbeyla,SO,9.4942,50.8122,86.83,53,18,24.4,few clouds
365,Parati,BR,-23.2178,-44.7131,67.19,94,36,2.28,scattered clouds
366,Tessalit,ML,20.1986,1.0114,81.5,13,1,12.5,clear sky
367,Buzmeyin,TM,38.0507,58.2056,78.3,41,0,7.85,clear sky
368,Abonnema,NG,4.7084,6.7931,74.35,94,100,3.22,moderate rain
369,Ostrovskoye,RU,57.8057,42.2433,45.82,95,100,7.99,light rain
370,Berlevag,NO,70.8578,29.0864,45.61,86,88,12.12,overcast clouds
371,San Vicente,AR,-26.6167,-54.1333,52.52,71,0,2.62,clear sky
372,Cabra,ES,37.4725,-4.4421,59.9,84,31,2.33,scattered clouds
373,Macapa,BR,0.0389,-51.0664,77.43,83,100,6.62,overcast clouds
374,Ozubulu,NG,5.9567,6.849,71.87,97,100,1.86,overcast clouds
375,Ribeira Brava,PT,32.65,-17.0667,69.71,68,100,3.04,overcast clouds
376,Broome,US,42.2506,-75.833,58.37,80,90,3.0,mist
377,Bayshore Gardens,US,27.4253,-82.5904,80.64,75,1,9.22,clear sky
378,Slantsy,RU,59.1182,28.0914,48.29,88,91,10.94,overcast clouds
379,Zeya,RU,53.75,127.2667,62.35,58,99,7.92,overcast clouds
380,Nyrob,RU,60.733,56.7202,45.52,74,100,10.96,overcast clouds
381,Awbari,LY,26.5921,12.7805,72.95,34,0,5.35,clear sky
382,Ketchikan,US,55.3422,-131.6461,49.98,78,100,0.94,overcast clouds
383,Nagua,DO,19.3832,-69.8474,80.46,93,79,2.91,broken clouds
384,Jacareacanga,BR,-6.2222,-57.7528,68.88,93,65,1.72,broken clouds
385,Torbay,CA,47.6666,-52.7314,47.26,90,99,1.99,overcast clouds
386,Zheleznodorozhnyy,RU,55.7503,38.0042,49.55,91,98,13.0,moderate rain
387,Mujiayingzi,CN,42.1167,118.7833,64.15,73,91,9.35,overcast clouds
388,Pacific Grove,US,36.6177,-121.9166,61.02,86,90,3.0,overcast clouds
389,Bowen,AU,-20.0167,148.2333,74.1,64,2,17.07,clear sky
390,Pho Chai,TH,16.3283,103.7703,86.83,86,100,5.99,light rain
391,Touros,BR,-5.1989,-35.4608,76.1,84,28,14.18,scattered clouds
392,Feldioara,RO,45.8167,25.6,58.93,79,1,1.5,clear sky
393,Biak,ID,-0.9131,122.8766,83.66,58,69,9.04,broken clouds
394,Boende,CD,-0.2167,20.8667,72.12,94,77,1.32,broken clouds
395,Saiha,IN,22.4833,92.9667,88.56,49,32,3.18,scattered clouds
396,Basco,PH,20.4487,121.9702,84.49,78,18,16.84,few clouds
397,Antalaha,MG,-14.9003,50.2788,72.77,87,69,12.73,light rain
398,Niles,US,42.0189,-87.8028,62.91,45,40,1.01,scattered clouds
399,Ergani,TR,38.2653,39.7621,65.12,33,0,11.48,clear sky
400,Yatou,CN,37.15,122.3833,69.51,87,100,7.52,light rain
401,Lufilufi,WS,-13.8745,-171.5986,76.78,77,32,11.45,scattered clouds
402,Filadelfia,US,39.9523,-75.1638,62.4,89,71,6.51,broken clouds
403,Sai Buri,TH,6.7013,101.6168,83.3,74,91,5.08,overcast clouds
404,Elizabeth City,US,36.2946,-76.2511,66.22,91,1,1.01,clear sky
405,Kurchum,KZ,48.5722,83.6542,56.28,25,100,9.64,overcast clouds
406,Sapa,PH,5.1544,120.3241,84.2,68,98,4.59,overcast clouds
407,Aksum,ET,14.1245,38.7244,67.14,52,58,3.44,broken clouds
408,Wanning,CN,18.8003,110.3967,83.34,78,97,5.17,overcast clouds
409,Yagodnoye,RU,62.55,149.6667,32.9,91,100,4.45,light snow
410,Dunda,TZ,-8.1167,34.25,72.72,47,29,6.11,scattered clouds
411,Dingli,MT,35.8614,14.3822,72.81,83,20,4.61,few clouds
412,Chingirlau,KZ,51.095,54.0814,56.16,52,100,11.36,overcast clouds
413,Nanyamba,TZ,-10.6833,39.8333,78.17,64,59,5.46,broken clouds
414,Sam Chuk,TH,14.7576,100.0899,74.25,96,100,8.5,overcast clouds
415,Sanchazi,CN,42.0817,126.6003,71.13,63,49,2.93,scattered clouds
416,Ndjole,GA,-0.1783,10.7649,71.83,98,100,2.62,moderate rain
417,Pangnirtung,CA,66.1451,-65.7125,32.77,64,80,2.82,broken clouds
418,Belmonte,BR,-15.8631,-38.8828,66.7,84,39,5.95,scattered clouds
419,Baykalsk,RU,51.5058,104.1469,41.95,78,96,4.21,overcast clouds
420,Tecoanapa,MX,16.5167,-98.75,79.25,85,100,4.36,overcast clouds
421,Mandera,KE,3.9366,41.867,80.76,56,87,17.94,overcast clouds
422,Shelburne,CA,44.0787,-80.2041,46.85,94,4,8.97,clear sky
423,Lazaro Cardenas,MX,17.9583,-102.2,78.31,88,98,3.85,overcast clouds
424,Escanaba,US,45.7453,-87.0646,55.83,85,1,5.75,clear sky
425,Homa Bay,KE,-0.5273,34.4571,68.52,74,55,3.27,light rain
426,Carauari,BR,-4.8828,-66.8958,71.4,98,71,2.68,broken clouds
427,Chimbote,PE,-9.0853,-78.5783,62.6,87,89,5.73,overcast clouds
428,Moose Jaw,CA,50.4001,-105.5344,59.25,51,31,7.0,scattered clouds
429,Longhua,CN,23.6137,114.1919,94.75,46,32,2.98,scattered clouds
430,Byron Bay,AU,-28.65,153.6167,70.05,84,93,14.38,overcast clouds
431,Syriam,MM,16.7722,96.2378,86.11,74,75,3.44,broken clouds
432,Kaeo,NZ,-35.1,173.7833,61.32,79,100,6.33,overcast clouds
433,Santarem,BR,-2.4431,-54.7083,77.13,94,0,2.3,clear sky
434,Vegreville,CA,53.5001,-112.0518,53.6,71,96,3.91,overcast clouds
435,Havoysund,NO,70.9963,24.6622,45.48,84,39,18.25,scattered clouds
436,Salento,CO,4.6375,-75.5703,55.44,84,78,4.92,broken clouds
437,Yar-Sale,RU,66.8333,70.8333,40.21,59,6,10.47,clear sky
438,Tomatlan,MX,19.9333,-105.25,74.19,94,76,1.32,broken clouds
439,Salalah,OM,17.0151,54.0924,86.09,74,20,6.91,few clouds
440,Vieques,PR,18.425,-65.8329,78.91,80,3,5.91,clear sky
441,Broken Hill,AU,-31.95,141.4333,65.46,24,1,10.11,clear sky
442,Severo-Yeniseyskiy,RU,60.3725,93.0408,37.38,68,94,8.41,overcast clouds
443,Shingu,JP,33.7333,135.9833,77.92,98,100,12.03,overcast clouds
444,Comodoro Rivadavia,AR,-45.8667,-67.5,45.37,63,99,17.09,overcast clouds
445,Tuckahoe,US,37.5901,-77.5564,60.1,91,40,3.44,scattered clouds
446,Armidale,AU,-30.5167,151.65,47.8,77,51,15.46,broken clouds
447,Granada,ES,37.25,-3.25,54.3,52,4,3.0,clear sky
448,Paredon,MX,16.0333,-93.8667,78.39,79,48,10.0,scattered clouds
449,Point Pedro,LK,9.8167,80.2333,84.83,68,100,4.97,overcast clouds
450,Sioux Lookout,CA,50.1001,-91.917,44.71,83,91,3.33,overcast clouds
451,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,94,26,2.1,scattered clouds
452,Alamos,MX,27.0167,-108.9333,76.33,57,1,2.82,clear sky
453,Louga,RU,58.7372,29.8453,48.49,89,98,10.2,overcast clouds
454,Laguna,US,38.421,-121.4238,75.04,74,1,5.01,clear sky
455,Ancud,CL,-41.8697,-73.8203,38.73,74,5,3.71,clear sky
456,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.21,74,35,4.12,scattered clouds
457,Jasper,US,37.2001,-94.3502,64.35,58,8,9.95,clear sky
458,Sitka,US,57.0531,-135.33,46.29,87,75,0.0,broken clouds
459,Boardman,US,41.0242,-80.6628,50.86,91,11,6.55,few clouds
460,Cochrane,CA,51.1834,-114.4687,56.48,57,44,3.98,scattered clouds
461,Dustlik,UZ,40.5247,68.0358,93.6,8,0,14.88,clear sky
462,Nikel,RU,69.4128,30.222,41.18,89,92,5.26,overcast clouds
463,Ust-Maya,RU,60.4167,134.5333,43.68,63,97,4.61,overcast clouds
464,Sola,VU,-13.8833,167.55,78.71,80,31,15.66,scattered clouds
465,Novikovo,RU,51.1537,37.8879,54.27,82,100,15.52,overcast clouds
466,Esperance,AU,-33.8667,121.9,70.25,55,59,5.93,broken clouds
467,Cayenne,GF,4.9333,-52.3333,82.09,84,20,2.3,few clouds
468,Ronneby,SE,56.21,15.276,41.5,100,100,4.61,overcast clouds
469,Beringovskiy,RU,63.05,179.3167,36.82,61,29,4.85,scattered clouds
470,Victoria Point,AU,-27.5833,153.3,72.48,73,100,8.99,overcast clouds
471,Iqaluit,CA,63.7506,-68.5145,32.7,74,100,8.99,overcast clouds
472,Kungsbacka,SE,57.4872,12.0761,54.07,94,95,5.99,overcast clouds
473,Leninskoye,KZ,41.7589,69.3864,85.93,5,0,4.45,clear sky
474,Chara,RU,56.9064,118.2631,42.48,95,100,1.92,light rain
475,Hovd,MN,48.0056,91.6419,56.08,12,8,8.63,clear sky
476,Dogondoutchi,NE,13.6393,4.0287,80.01,69,5,6.15,clear sky
477,Monrovia,LR,6.3005,-10.7969,74.97,89,100,9.35,overcast clouds
478,Hasaki,JP,35.7333,140.8333,72.28,59,99,13.6,overcast clouds
479,Lusaka,ZM,-15.4067,28.2871,70.88,38,1,12.48,clear sky
480,Oriximina,BR,-1.7656,-55.8661,74.53,78,9,3.2,clear sky
481,Kardla,EE,58.9978,22.7492,48.06,83,13,8.1,few clouds
482,Janauba,BR,-15.8025,-43.3089,68.63,58,39,5.73,scattered clouds
483,Barabinsk,RU,55.3571,78.357,35.83,71,95,11.48,overcast clouds
484,Nouadhibou,MR,20.931,-17.0347,72.37,82,18,17.13,few clouds
485,Oktyabrskoye,RU,43.0645,44.7417,55.54,62,26,2.24,scattered clouds
486,Belyy Yar,RU,53.6039,91.3903,48.09,53,0,4.47,light rain
487,Kendari,ID,-3.945,122.4989,82.51,75,43,7.78,scattered clouds
488,Harper,LR,4.375,-7.7169,76.5,89,100,8.3,moderate rain
489,Yermakovskoye,RU,53.2831,92.4003,43.83,66,100,1.28,light rain
490,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.09,86,17,9.84,few clouds
491,Sananduva,BR,-27.9497,-51.8067,53.2,96,0,3.83,clear sky
492,Phuket,TH,8.0,98.25,75.42,100,75,6.91,light rain
493,Prince Rupert,CA,54.3161,-130.3201,50.09,93,90,5.75,light rain
494,Marsh Harbour,BS,26.5412,-77.0636,82.09,72,87,5.46,light rain
495,Santa Cruz,BO,-17.8,-63.1667,73.94,46,2,4.52,clear sky
496,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.33,99,87,1.54,overcast clouds
497,Hun,LY,29.1268,15.9477,68.27,58,0,4.09,clear sky
498,Caravelas,BR,-17.7125,-39.2481,69.15,77,90,5.37,overcast clouds
499,Novi Becej,RS,45.5986,20.1356,63.32,58,0,5.55,clear sky
500,Talnakh,RU,69.4865,88.3972,38.95,47,78,1.72,broken clouds
501,Raton,US,36.9034,-104.4391,63.07,61,18,8.14,few clouds
502,Ormara,PK,25.2088,64.6357,83.01,70,13,9.8,few clouds
503,Darhan,MN,49.4867,105.9228,47.32,47,84,5.55,broken clouds
504,Areosa,PT,41.7178,-8.8571,64.33,95,88,9.86,overcast clouds
505,Muzhi,RU,65.3667,64.6667,39.47,63,84,10.78,broken clouds
506,Broadstairs,GB,51.3591,1.4394,64.02,93,92,11.12,overcast clouds
507,Mumford,GH,5.2618,-0.759,75.51,88,100,6.85,light rain
508,Tortoli,IT,39.9256,9.6572,76.98,83,95,5.79,overcast clouds
509,Kitui,KE,-1.367,38.0106,69.82,54,37,9.22,scattered clouds
510,Talas,TR,38.6908,35.5538,50.67,71,0,5.75,clear sky
511,Medeiros Neto,BR,-17.3739,-40.2206,63.1,92,64,3.47,broken clouds
512,Port Hawkesbury,CA,45.6169,-61.3485,65.91,99,90,7.0,mist
513,Inzhavino,RU,52.3185,42.4937,47.71,95,100,10.33,light rain
514,Dubno,UA,50.4169,25.7343,57.88,92,100,5.46,overcast clouds
515,Bambanglipuro,ID,-7.95,110.2833,83.53,72,77,15.97,broken clouds
516,Maraa,BR,-1.8333,-65.3667,71.35,96,75,2.1,broken clouds
517,Mackay,AU,-21.15,149.2,79.68,63,0,9.48,clear sky
518,Lyuban,BY,52.7985,28.0048,48.56,89,7,10.56,clear sky
519,Nome,US,64.5011,-165.4064,42.87,71,90,12.66,overcast clouds
520,Garh Maharaja,PK,30.8339,71.9053,98.85,30,0,1.77,clear sky
521,Burriana,ES,39.889,-0.085,68.83,68,2,5.99,clear sky
522,Kemi,FI,65.8596,24.8228,33.57,100,20,1.14,few clouds
523,The Valley,AI,18.217,-63.0578,82.09,75,7,12.17,clear sky
524,Sibolga,ID,1.7427,98.7792,84.2,76,96,4.99,moderate rain
525,Anshun,CN,26.25,105.9333,75.0,66,52,14.72,broken clouds
526,Van,TR,38.4924,43.3831,54.75,41,20,2.3,few clouds
527,Teya,RU,60.3778,92.6267,41.81,64,99,8.43,overcast clouds
528,Eravur,LK,7.7733,81.6095,91.45,50,84,4.32,broken clouds
529,Baykit,RU,61.67,96.37,38.8,94,100,6.08,overcast clouds
530,Skelleftea,SE,64.7507,20.9528,42.01,69,40,4.61,scattered clouds
531,Doka,SD,13.5167,35.7667,72.52,86,94,12.39,overcast clouds
532,Klaksvik,FO,62.2266,-6.589,54.52,93,100,31.23,overcast clouds
533,Zabol,AF,32.25,67.25,78.96,8,0,2.82,clear sky
534,Locri,IT,38.2414,16.2623,75.76,62,37,3.0,scattered clouds
535,Natal,BR,-5.795,-35.2094,74.05,94,20,2.3,few clouds
536,Sampit,ID,-2.5333,112.95,88.18,64,46,4.38,moderate rain
537,Lensk,RU,60.7253,114.9278,37.9,85,100,15.64,light rain
538,Samarai,PG,-10.6167,150.6667,79.77,86,31,11.72,scattered clouds
539,Mareeba,AU,-17.0,145.4333,81.45,65,90,11.21,overcast clouds
540,Horsham,GB,51.064,-0.3272,59.63,97,75,1.14,mist
541,Samfya,ZM,-11.3649,29.5565,73.31,46,6,10.71,clear sky
542,Severnoye,RU,56.3491,78.3619,38.5,73,96,11.01,overcast clouds
543,Madimba,TZ,-10.4,40.3333,80.82,65,17,6.22,few clouds
544,Gold Coast,AU,-28.0,153.4333,72.16,71,40,7.0,scattered clouds
545,Kodinsk,RU,58.6881,99.1844,44.19,52,100,6.87,overcast clouds
546,Poum,NC,-20.2333,164.0167,71.51,75,90,11.7,overcast clouds
547,Les Cayes,HT,18.2,-73.75,77.76,86,5,3.09,clear sky
548,Ostersund,SE,63.1792,14.6357,43.61,87,40,4.61,scattered clouds
549,Puerto Escondido,MX,15.85,-97.0667,78.57,85,100,6.06,overcast clouds
550,Fomboni,KM,-12.28,43.7425,77.79,73,16,7.85,few clouds
551,Namatanai,PG,-3.6667,152.4333,83.14,75,67,6.58,light rain
552,Chake Chake,TZ,-5.2459,39.7666,80.91,63,29,9.42,light rain
553,Akureyri,IS,65.6835,-18.0878,38.28,100,100,10.31,overcast clouds
554,Pristina,XK,42.6727,21.1669,57.61,72,0,1.99,clear sky
555,Turinskaya Sloboda,RU,57.6232,64.3858,43.0,50,84,13.71,broken clouds
556,Do Gonbadan,IR,30.3586,50.7981,86.92,14,0,4.94,clear sky
557,Cozumel,MX,20.5083,-86.9458,80.58,81,43,5.86,scattered clouds
558,Hamilton,US,39.1834,-84.5333,54.0,88,8,3.94,clear sky
559,Nikolayevsk-Na-Amure,RU,53.1406,140.73,57.63,73,82,8.48,broken clouds
560,Shumyachi,RU,53.8583,32.4242,48.97,88,86,12.62,overcast clouds
561,Quincy,US,42.2529,-71.0023,66.79,95,90,1.99,overcast clouds
562,Kropotkin,RU,45.4375,40.5756,58.19,72,84,15.77,broken clouds
563,Shitanjing,CN,39.2342,106.3439,68.77,25,100,8.75,overcast clouds
564,Oksfjord,NO,70.2396,22.3479,45.52,82,86,8.43,overcast clouds
565,Usvyaty,RU,55.7456,30.7533,46.13,92,96,9.44,overcast clouds
566,Contamana,PE,-7.3333,-75.0167,70.7,98,99,2.84,overcast clouds
567,Vao,NC,-22.6667,167.4833,68.31,64,99,12.19,overcast clouds
568,Itanhem,BR,-17.1664,-40.33,61.97,94,60,2.89,broken clouds
569,Shenjiamen,CN,29.9576,122.298,77.65,69,6,6.51,clear sky
